display	candidate_id	best_rank	elixir	research	platform	commercial	company	protocol	wildcard	pareto_roles	flags	dissent
Stop Work	cand-10b53c347cf86957	606	C/932	C/882	C/880	C/644	C/606	C/914	yes	6	0	0
Arrow Soup	cand-d483e0ed6a11603e	607	C/607	C/922	C/944	C/634	C/697	C/1015	yes	6	0	0
Breathroom	cand-ca663d50f96b87dd	607	C/854	C/1020	C/931	C/632	C/607	C/999	yes	4	0	0
Draft	cand-7743ce348d9284d6	608	C/608	C/767	C/841	C/964	C/1128	C/813	yes	6	4	0
Stay Within Bounds	cand-62b1be357b0170f2	608	C/1161	C/784	C/865	C/692	C/608	C/927	no	0	0	0
Instrumentum	cand-3308d471e8319820	611	C/787	C/646	C/633	C/857	C/826	C/611	no	0	1	0
Epochal	cand-891a8d7f558fd02d	612	C/679	C/737	C/612	C/897	C/878	C/646	no	0	2	0
Moor	cand-a6fe369adc6a8f95	612	C/612	C/817	C/789	C/963	C/1014	C/810	no	0	2	0
Replication Guild	cand-16befc8e94c0c190	613	C/995	C/793	C/713	C/696	C/613	C/714	no	0	0	0
Understudy	cand-1aae809381b4d2e5	613	C/613	C/864	C/756	C/733	C/734	C/842	no	5	2	0
The Honest Error	cand-3559af985f5f47b8	614	C/1016	C/888	C/912	C/655	C/614	C/1082	yes	6	0	0
Bargaining Table	cand-5b776560e95e016c	615	C/1337	C/1223	C/1093	C/795	C/615	C/1240	no	0	0	0
Command Stack	cand-39e5b708afca6cac	615	C/615	C/853	C/788	C/694	C/801	C/752	no	0	0	0
No Magic Required	cand-f42e49b3d18a0cab	615	C/1006	C/762	C/951	C/615	C/639	C/1020	no	6	0	0
Baramun	cand-1f9e9d45ea9e81c4	616	C/738	C/794	C/650	C/707	C/616	C/700	no	0	0	0
Loam	cand-7c91b7fa1a5d79ff	617	C/617	C/833	C/667	C/835	C/831	C/735	no	5	3	0
Loop Tollbooth	cand-3ed28e6aa8da4acf	617	C/748	C/824	C/799	C/617	C/655	C/854	no	6	0	0
Shareless	cand-463e451716763cb6	619	C/619	C/836	C/857	C/737	C/711	C/889	no	6	0	0
Lesson Loop	cand-d232d4f5f7090a2b	620	C/698	C/742	C/819	C/620	C/658	C/829	no	0	0	0
Somara	cand-249ef2496973f9da	620	C/906	C/971	C/755	C/780	C/620	C/789	no	0	0	0
Runtime Handover	cand-8ef377a00d513461	622	C/726	C/622	C/847	C/743	C/790	C/686	no	0	0	0
Slate	cand-b62f3b3b1b40cb86	622	C/622	C/798	C/822	C/977	C/1092	C/765	no	6	4	0
Moduledger	cand-2a500d2141494c6a	625	C/625	C/830	C/818	C/721	C/757	C/807	no	0	0	0
Dramaturgy	cand-538dcdef056ebc5f	626	C/816	C/732	C/626	C/725	C/646	C/658	no	5	0	0
Measure	cand-1501661682797862	627	C/627	C/765	C/908	C/1070	C/1207	C/769	no	6	3	0
Rota	cand-0c436f942f94caf2	629	C/629	C/786	C/750	C/890	C/926	C/773	yes	0	3	0
Bricole	cand-f22d619526002606	630	C/630	C/673	C/639	C/732	C/666	C/654	yes	5	0	0
Return Control	cand-bc3ba987a249e9ac	630	C/909	C/630	C/871	C/706	C/723	C/796	no	6	0	0
Not Magic	cand-f23b3006fbfaf791	632	C/632	C/664	C/829	C/669	C/738	C/742	yes	6	0	0
Deliberate	cand-2277d8c05881e3c9	636	C/636	C/701	C/721	C/919	C/988	C/656	no	5	2	0
Negative Result	cand-2002dace96f10041	636	C/1014	C/914	C/809	C/712	C/636	C/849	no	5	0	0
Workshop Protocol	cand-1fdba4d52a6d4f75	637	C/882	C/660	C/711	C/659	C/637	C/653	no	0	0	0
Form.Interpreter	cand-b953830fcbb1219e	638	C/685	C/638	C/806	C/827	C/897	C/679	no	6	0	0
Orchard	cand-68566dc699f6bb9e	638	C/638	C/905	C/742	C/874	C/871	C/840	no	6	4	0
Construct Validity	cand-5a703d01df13f2d5	639	C/1121	C/679	C/801	C/726	C/700	C/639	yes	6	0	0
Sana	cand-7b50943dab3f7f92	640	C/640	C/887	C/992	C/1021	C/1178	C/950	no	0	3	0
Set the Table	cand-718c4cf136e24071	640	C/1256	C/1035	C/988	C/763	C/640	C/1133	no	4	0	0
Hidden Hand	cand-a9d8c3e1a3f8b20c	642	C/1026	C/1225	C/991	C/736	C/642	C/1183	yes	6	0	0
Keep the Boundary	cand-5a2f6b2b8593a4ef	643	C/1049	C/733	C/835	C/734	C/643	C/891	no	0	0	0
WEAVE	cand-775e432bb7ff3e08	645	C/871	C/850	C/645	C/920	C/889	C/741	no	6	4	0
Appeal Window	cand-7b7eef92fcc20f68	647	C/1087	C/1081	C/957	C/697	C/647	C/1098	no	5	0	0
When It Should Abstain	cand-2f0e988060dd5c10	648	C/1108	C/741	C/934	C/720	C/648	C/983	no	6	0	0
Inter-Rater	cand-43ca251c90c7a192	649	C/827	C/649	C/893	C/744	C/880	C/671	no	0	0	0
Silsila	cand-7b1c1abc157edda4	649	C/649	C/834	C/695	C/846	C/879	C/811	no	0	2	0
Cede	cand-6dc9ada6d504b961	650	C/650	C/746	C/714	C/820	C/821	C/704	yes	0	1	0
The Repair Shop	cand-aacb695d6e5ae980	651	C/1045	C/986	C/860	C/768	C/651	C/1023	no	6	0	0
Tenet Box	cand-8cbf7cfaa4a58ab5	652	C/757	C/863	C/787	C/667	C/652	C/815	no	0	0	0
Objective Function	cand-c701643b248d5b04	653	C/887	C/653	C/770	C/822	C/885	C/683	no	0	0	0
EVID	cand-7ecc43002a520ec1	655	C/690	C/680	C/655	C/745	C/756	C/655	no	0	0	0
Run, See, Fix	cand-d1fbbfd383066a41	656	C/885	C/730	C/872	C/656	C/699	C/940	no	0	0	0
Unfinished Bridge	cand-b91f6522c32381cd	656	C/1224	C/1026	C/956	C/774	C/656	C/1094	yes	6	0	0
Listening Post	cand-aca55cb56085ead8	657	C/852	C/862	C/763	C/691	C/657	C/817	no	0	0	0
Counterpoint	cand-5f9ed9097b6f915b	658	C/765	C/775	C/658	C/849	C/808	C/766	no	0	3	0
Do Not Guess	cand-682da59c18dd89d2	659	C/872	C/854	C/866	C/682	C/659	C/975	no	0	0	0
Keepwell	cand-590103ae682bc134	660	C/891	C/1063	C/879	C/746	C/660	C/924	no	0	0	0
Measurement Error	cand-95f576344123da9a	661	C/1041	C/917	C/960	C/675	C/661	C/1026	no	0	0	0
Vitruvia	cand-fd881f2517900a70	661	C/790	C/781	C/661	C/813	C/731	C/715	no	0	1	0
Rights-Impact Register	cand-e46b7623f2337a60	662	C/1120	C/734	C/791	C/762	C/662	C/712	yes	0	0	0
Rudder	cand-37d80f43f43cd48f	662	C/662	C/788	C/720	C/891	C/956	C/745	no	0	4	0
Rill Drill	cand-51afd0e22df566a8	663	C/794	C/828	C/780	C/700	C/663	C/893	no	5	0	0
Quirelay	cand-81189e9b1abeb4dc	664	C/664	C/759	C/793	C/742	C/733	C/806	no	6	0	0
Use Your Words	cand-c568a6e5e4510b9d	664	C/915	C/998	C/1000	C/664	C/698	C/1164	no	6	0	0
Comparison Press	cand-44985359da565f42	665	C/945	C/665	C/823	C/786	C/783	C/764	no	0	0	0
The Score House	cand-6d37bd2b9322c125	665	C/913	C/894	C/754	C/719	C/665	C/886	no	0	0	0
Call and Response	cand-97027a3c08732996	667	C/903	C/667	C/820	C/709	C/714	C/847	no	5	0	0
Ikasiq	cand-d3e42315802e7f6c	668	C/674	C/764	C/692	C/749	C/668	C/755	no	0	0	0
Route	cand-8a84e406c08ac959	670	C/670	C/814	C/1028	C/1233	C/1427	C/869	no	0	4	0
Cornerstone	cand-3b8a185c4acb284e	671	C/671	C/758	C/731	C/954	C/1007	C/703	no	0	3	0
Semantic Pipeline	cand-0c256fa167046a4e	672	C/825	C/672	C/967	C/986	C/1163	C/760	no	0	0	0
Spindle	cand-3daaec9e346786af	673	C/673	C/829	C/771	C/859	C/867	C/780	no	0	3	0
Final Cause	cand-ce57fdfe70b8e6ff	674	C/1117	C/1114	C/950	C/789	C/674	C/1045	yes	6	0	0
Arrowry	cand-eaf60bba1f31da93	675	C/675	C/676	C/739	C/801	C/772	C/682	yes	0	0	0
Logos Garden	cand-c47f508b80b04517	675	C/821	C/930	C/766	C/735	C/675	C/855	yes	0	0	0
Vantael	cand-8a4c49ea3fa2cb15	677	C/988	C/1040	C/746	C/892	C/677	C/833	no	5	0	0
Fallibilist	cand-0db69ffb198e9a0f	678	C/999	C/924	C/804	C/783	C/678	C/860	no	0	0	0
Offramp	cand-911968766f7389f4	678	C/678	C/728	C/698	C/695	C/715	C/701	yes	6	1	0
Defer the Proof	cand-123093812f74d6fd	679	C/1083	C/821	C/923	C/766	C/679	C/1006	no	0	0	0
Wax Tablet	cand-74894a2db63dfa7f	680	C/1062	C/1048	C/962	C/724	C/680	C/1085	no	0	0	0
Chord	cand-25735baaa5b4e4cc	681	C/681	C/870	C/810	C/937	C/1051	C/819	no	6	4	0
Mutator	cand-4704a709a38f29fc	682	C/682	C/768	C/785	C/1032	C/1209	C/706	no	6	3	0
Price Signal	cand-f312c5b3808ba441	683	C/1141	C/1109	C/965	C/826	C/683	C/973	no	0	0	0
Unsound but Useful	cand-816ca3a9452d4df9	683	C/954	C/801	C/922	C/683	C/761	C/1021	yes	6	0	0
Veyra	cand-954d457a7a9d9564	683	C/831	C/869	C/683	C/1179	C/1101	C/697	no	0	2	0
Civic Runtime	cand-39519b1bab7886c5	684	C/983	C/892	C/864	C/739	C/684	C/878	no	0	0	0
Vespara	cand-2948a08718f54950	686	C/1037	C/1061	C/852	C/889	C/686	C/863	yes	0	0	0
Avoa	cand-9b0637fa48e14a62	687	C/916	C/900	C/769	C/871	C/687	C/749	no	0	0	0
McClintock Loop	cand-8d50025afb8cdf74	690	C/855	C/926	C/745	C/729	C/690	C/938	no	0	0	0
Dial	cand-2144607a0ceef030	691	C/728	C/770	C/743	C/877	C/898	C/691	no	6	3	0
No Silent Promotion	cand-4081e5174b6a37ad	691	D/1668	C/1220	C/1192	C/899	C/691	C/1254	no	6	0	0
Manyledger	cand-5076c1412e224ec7	694	C/901	C/1049	C/825	C/818	C/694	C/859	no	0	0	0
Yordam	cand-ddacf45bde4aa13f	695	C/736	C/695	C/708	C/771	C/721	C/723	no	0	0	0
Tacet	cand-b976409ed2dedb6e	697	C/697	C/818	C/762	C/947	C/994	C/809	yes	5	1	0
Plain Program Work	cand-aaf10a1c296cb8d7	699	C/1172	C/699	C/1054	C/1086	C/1154	C/844	no	0	0	0
Lumo	cand-a827b9ca384b21f5	700	C/850	C/866	C/700	C/910	C/832	C/707	no	0	3	0
Rollo	cand-bbd334ffa6772a83	700	C/700	C/915	C/867	C/997	C/1015	C/862	no	6	3	0
Guest Key	cand-d3cde668bc3cf426	701	C/981	C/1027	C/997	C/769	C/701	C/1072	yes	0	0	0
Roundtable	cand-f5a6025b73c6ae37	701	C/732	C/760	C/741	C/701	C/728	C/721	no	6	2	0
Manaforge	cand-3a1d337beb02a117	702	C/796	C/963	C/790	C/702	C/702	C/897	no	6	0	0
Auzolan	cand-51b74b03619cf301	703	C/744	C/782	C/734	C/784	C/703	C/774	no	5	0	0
Bayes Risk	cand-55fa544190d29c2f	703	C/914	C/988	C/863	C/703	C/707	C/883	no	6	0	0
Mooring	cand-a0b1df6be0428cde	703	C/703	C/848	C/758	C/922	C/928	C/800	no	4	2	0
Neighbor Program	cand-69bd3384b6d744c1	704	C/973	C/847	C/968	C/704	C/732	C/934	no	0	0	0
Rosetta Boundary	cand-b63042a87fc075fb	704	C/861	C/735	C/704	C/722	C/736	C/740	no	0	0	0
Bracketry	cand-584a35fd552a6b04	705	C/730	C/811	C/705	C/812	C/740	C/751	yes	0	1	0
Numa	cand-148f8f184ff9c91f	705	C/705	C/912	C/777	C/974	C/953	C/818	no	0	4	0
Haptic Trace	cand-c860775d333bbcb3	706	C/1069	C/1150	C/1023	C/806	C/706	C/1097	no	0	0	0
task.ctrl	cand-c9c758a760665a53	706	C/878	C/706	C/928	C/934	C/1081	C/778	no	0	0	0
Testbed	cand-34da1049635472d1	706	C/706	C/838	C/1040	C/1091	C/1268	C/864	no	6	2	0
Noolam	cand-024c77864f39bd16	709	C/709	C/842	C/761	C/791	C/749	C/836	no	0	0	0
FeltSense	cand-8888e293cd779a62	710	C/1227	C/1324	C/1111	C/828	C/710	C/1257	yes	5	0	0
Maybe:Run	cand-6033c4654107f053	710	C/776	C/710	C/892	C/967	C/1028	C/826	no	0	0	0
Praxis	cand-d5007cc3f96992ad	710	C/775	C/800	C/827	C/1031	C/1123	C/710	no	0	3	0
Rubric	cand-49672f0ef3b3a542	710	C/710	C/856	C/948	C/957	C/1133	C/884	yes	6	3	0
Amend	cand-eaf4242791d184c6	711	C/762	C/761	C/855	C/1023	C/1099	C/711	no	0	2	0
Denial Route	cand-2a1979750c3f30b8	713	C/1086	C/1119	C/1042	C/802	C/713	C/1056	no	6	0	0
Judgement	cand-a9c9cca61f97e3d9	715	C/715	C/919	C/784	C/894	C/962	C/827	no	0	2	0
Common Measure	cand-6bb0feb1d457d625	716	C/807	C/757	C/730	C/862	C/843	C/716	no	0	0	0
Silex	cand-74ada278faf0bc4c	716	C/716	C/899	C/765	C/1051	C/1042	C/757	no	0	3	0
Take Turns	cand-b2556facd43cb688	716	C/1189	C/1070	C/1124	C/796	C/716	C/1197	yes	4	0	0
Router Choir	cand-40e9cc09e6b4b755	717	C/890	C/1095	C/958	C/765	C/717	C/1038	no	5	0	0
Supervision Topology	cand-eddf4499eab12364	718	C/718	C/921	C/1169	C/1026	C/1167	C/1068	no	0	0	0
lm://beam	cand-378aa847a5105515	719	C/719	C/845	C/889	C/1110	C/1200	C/910	no	6	0	0
Not a Magic Wand	cand-f7665c93e78e9209	719	C/1101	C/843	C/966	C/778	C/719	C/1081	yes	6	0	0
Tillage	cand-081bcdf2867e7798	719	C/734	C/898	C/719	C/770	C/725	C/845	no	0	1	0
Underdetermined	cand-739ba201292f5632	719	C/1111	C/719	C/888	C/921	C/903	C/791	no	0	0	0
Namespace.Queue	cand-0847ffacb5c6ec9e	720	C/720	C/773	C/1020	C/961	C/1103	C/738	no	0	0	0
Signature Workshop	cand-5e468159ba219df6	724	C/1018	C/724	C/1116	C/907	C/1062	C/977	no	0	0	0
Data Subject Council	cand-8e8cf0fb50a04ab5	726	C/1349	C/1261	C/1103	C/896	C/726	C/1227	no	0	0	0
Genealogy	cand-04eedb291df9f03f	726	C/895	C/935	C/726	C/844	C/759	C/775	no	0	2	0
Annales	cand-d790f11e393d4654	727	C/1074	C/879	C/805	C/936	C/781	C/727	no	0	0	0
Uncertainty Engine	cand-f80bbeb7fcc6f7dd	728	C/1048	C/731	C/830	C/927	C/948	C/728	no	0	1	0
Show the Handoff	cand-c6a2e8512c0df3c2	729	C/1245	C/776	C/1043	C/781	C/729	C/1025	no	5	0	0
Pastport	cand-a73ed287e87e8676	731	C/781	C/750	C/774	C/906	C/868	C/731	no	0	0	0
Watershed	cand-1fa5ec1566b77ed1	732	C/773	C/819	C/732	C/860	C/833	C/734	no	0	2	0
Pressure Valve	cand-03e3e32f4a353b23	735	C/869	C/972	C/995	C/741	C/735	C/1029	no	0	0	0
Telos	cand-c987adc38cb55365	735	C/735	C/867	C/778	C/994	C/1039	C/772	no	0	2	0
Ledger	cand-fe14010b4fe83303	736	C/753	C/841	C/779	C/904	C/916	C/736	no	6	4	0
Tessera	cand-2f1e83d30fff12f1	736	C/742	C/858	C/736	C/1056	C/1065	C/797	yes	0	4	0
Try, Check, Change	cand-f3ab8861a1ac4265	736	C/1110	C/736	C/984	C/913	C/959	C/942	no	0	0	0
Hostwork	cand-9fab86fcfa3fda24	737	C/838	C/940	C/900	C/757	C/737	C/909	no	0	0	0
Translate by Contract	cand-d6391a37a67fa5f2	738	C/1109	C/738	C/1105	C/1036	C/1191	C/918	no	5	0	0
Mishear	cand-273ec5dfeac4293c	739	C/739	C/873	C/858	C/861	C/914	C/916	yes	0	1	0
Effect Boundary	cand-e19f137809a2a020	742	C/841	C/820	C/792	C/756	C/742	C/822	no	6	0	0
Cognitive Load Budget	cand-53a8415a69859813	743	C/1379	C/884	C/963	C/864	C/743	C/885	no	0	0	0
Runtime Dry Port	cand-e7005bf4d7c15c85	743	C/1038	C/743	C/895	C/869	C/807	C/861	no	0	0	0
Refit	cand-3ffacc99152efde4	744	C/782	C/825	C/848	C/1049	C/1147	C/744	no	0	2	0
Caretaker	cand-3c10a04e2cc8dbf3	745	C/745	C/822	C/772	C/946	C/974	C/846	no	0	3	0
Gate	cand-c974e17b8e7321ce	746	C/746	C/997	C/1134	C/1185	C/1426	C/1014	yes	6	4	0
Standing Notice	cand-cb0fc5b0c209d9a8	746	C/1144	C/1136	C/1035	C/848	C/746	C/1052	no	0	0	0
Program With a Brake	cand-ac6321e61532df3c	748	C/1099	C/832	C/903	C/787	C/748	C/995	no	0	0	0
Rein	cand-97c30a9a74865da2	749	C/749	C/895	C/859	C/950	C/995	C/880	no	0	4	0
Say What You Mean	cand-82f227e4b0422251	750	C/1162	C/918	C/1038	C/772	C/750	C/1127	no	0	0	0
Almost Compiler	cand-0ae7e27c341a7488	751	C/1051	C/1218	C/1092	C/794	C/751	C/1242	yes	6	0	0
Nim-Nim	cand-21b8ba068169d85b	751	C/751	C/865	C/753	C/838	C/779	C/841	no	0	0	0
Publication Gate	cand-3937b82f0326ffda	751	C/978	C/751	C/933	C/808	C/837	C/795	no	0	0	0
Say Less	cand-74ced5389f040694	751	C/950	C/1001	C/1050	C/751	C/776	C/1152	yes	6	0	0
Backchannel	cand-8f64981d03980753	752	C/884	C/1028	C/836	C/810	C/752	C/988	no	0	1	0
Notebook Runtime	cand-63ba942cd753a071	753	C/955	C/753	C/998	C/852	C/951	C/832	no	0	0	0
Blind Review	cand-a70860a965a56171	754	C/1125	C/931	C/1030	C/816	C/754	C/965	no	0	0	0
Interpretation	cand-6e0534af16e1fe99	754	C/937	C/754	C/906	C/1130	C/1219	C/759	no	0	1	0
Relay	cand-682fbae20f3428bc	754	C/754	C/993	C/920	C/1177	C/1285	C/890	yes	0	4	0
Creditflow	cand-e9dbad22ff53927e	755	C/811	C/916	C/842	C/775	C/755	C/839	no	0	0	0
Trim	cand-657c97bf2df3f6e2	758	C/758	C/891	C/821	C/985	C/1069	C/776	no	0	3	0
Denotation	cand-70712074919f724b	760	C/784	C/861	C/760	C/885	C/921	C/784	no	5	1	0
Draft Metric	cand-8f5e820f457ff1e0	761	C/931	C/791	C/970	C/761	C/803	C/838	no	0	0	0
PALM	cand-f5afa2b3773eb81b	761	C/761	C/1054	C/929	C/1016	C/1077	C/959	no	6	3	0
Colophon	cand-4f821a5bab612586	763	C/961	C/874	C/862	C/1109	C/1096	C/763	no	0	3	0
Tempo	cand-8d6546721a1d106c	763	C/763	C/937	C/990	C/1059	C/1192	C/936	no	6	4	0
Timecommons	cand-35597dcbe14592c4	764	C/1007	C/965	C/877	C/908	C/764	C/870	no	0	0	0
Nodal After	cand-9a056f180542310b	765	C/1080	C/959	C/898	C/926	C/765	C/904	no	0	0	0
Janus Gate	cand-1754e0d84a754f8f	766	C/998	C/1172	C/913	C/850	C/766	C/1060	no	0	0	0
Semantica	cand-1875d4b199de7470	766	C/766	C/902	C/794	C/982	C/1067	C/837	no	0	2	0
Unchoose	cand-10a17ba71d75f439	767	C/847	C/852	C/884	C/807	C/767	C/873	yes	0	0	0
Moru	cand-95b83e7dd01aee36	768	C/920	C/1007	C/768	C/1040	C/872	C/779	no	0	2	0
Workrite	cand-71cb91dd25f887d4	768	C/826	C/991	C/851	C/833	C/768	C/895	no	0	0	0
AVER	cand-e533b0d6c52cd870	769	C/769	C/1050	C/917	C/1169	C/1258	C/963	no	0	3	0
Ensemble	cand-901bf84e75c67b2b	770	C/843	C/771	C/807	C/972	C/1024	C/770	no	5	4	0
Optimize Nothing	cand-8258187386aa878e	770	C/1341	C/1202	C/1168	C/902	C/770	C/1287	no	6	0	0
Pantry	cand-c244bfeada914d36	770	C/770	C/947	C/874	C/887	C/919	C/912	no	5	3	0
Dead Letter	cand-01a334367330afc6	771	C/771	C/1016	C/983	C/865	C/918	C/1002	yes	6	1	0
Quire	cand-614957baf804ef8a	773	C/860	C/872	C/773	C/1138	C/1174	C/793	no	5	3	0
Artifact Optimization Library	cand-0f4c15e856cd9f1b	774	C/1358	C/774	C/1165	C/1295	C/1341	C/943	no	6	0	0
Reprise	cand-f4723fe26a9c8ad2	775	C/844	C/883	C/775	C/1024	C/1009	C/816	no	0	3	0
Solon	cand-ada27f52bf3030f4	776	C/859	C/909	C/776	C/923	C/904	C/802	no	0	1	0
Merton Lab	cand-76fd512769032869	777	C/1067	C/1103	C/927	C/855	C/777	C/1037	no	0	0	0
Work Window	cand-97c981899abeff52	778	C/778	C/893	C/1025	C/915	C/970	C/932	no	0	0	0
Copyedit	cand-35235ef32d695a80	779	C/779	C/851	C/1006	C/924	C/1072	C/871	no	0	1	0
Flowcontrol	cand-dd6097d0b8ad10cb	780	C/780	C/1068	C/1222	C/1273	C/1395	C/1084	no	0	2	0
Dovetail	cand-2925aaa8ddd0d17c	782	C/848	C/805	C/782	C/942	C/992	C/881	no	6	4	0
Euno	cand-ae4c9a38510140fd	783	C/976	C/936	C/783	C/1129	C/1018	C/787	no	0	1	0
Testground	cand-704953a8b5368b43	783	C/802	C/783	C/971	C/1055	C/1224	C/820	no	0	1	0
Let Policies Compete	cand-f30241b27a772095	784	C/1368	C/980	C/1061	C/901	C/784	C/1138	no	6	0	0
Holdout	cand-d179b28cc8927b72	785	C/785	C/943	C/989	C/981	C/1137	C/902	no	0	2	0
The Modest Machine	cand-3e7610ff6409f48c	785	C/1050	C/1043	C/1071	C/817	C/785	C/1147	no	0	0	0
Commons Care	cand-a8366424073c027c	786	C/1271	C/1256	C/1150	C/895	C/786	C/1226	no	4	0	0
Manuscript	cand-8f10a68d54a88afc	786	C/813	C/831	C/802	C/858	C/893	C/786	no	6	3	0
Compoem	cand-1cfa539367f467df	788	C/868	C/955	C/885	C/853	C/788	C/865	no	0	0	0
Gain	cand-66dd231befc8120d	789	C/789	C/944	C/945	C/1030	C/1135	C/892	no	0	3	0
Lambda Lemonade	cand-7f12a073283e2aab	789	C/1124	C/1379	C/1204	C/832	C/789	C/1365	yes	6	0	0
Ragbook	cand-95ad83e401a49111	791	C/791	C/897	C/981	C/800	C/874	C/925	yes	0	0	0
Infrastructure for Measured Programs	cand-91be97b21fe63761	792	C/1383	C/792	C/1279	C/1452	D/1521	C/997	yes	0	0	0
Check and Change	cand-a1bf6c997413496f	795	C/1029	C/795	C/1128	C/1003	C/1091	C/1067	no	0	0	0
Spall	cand-0cdb12ba1b9b7250	795	C/795	C/1002	C/886	C/1127	C/1150	C/937	no	0	2	0
Zerroth	cand-9638ea26ccd5395a	795	C/979	C/1102	C/881	C/930	C/795	C/961	yes	0	0	0
Evaluate	cand-10aca1d8b724381a	796	C/982	C/796	C/1184	C/1307	D/1525	C/917	no	6	2	0
Buildup	cand-05240902edf8ca74	797	C/797	C/849	C/846	C/879	C/917	C/828	no	0	2	0
The Teaching Library	cand-715e1a0a391fd77b	797	C/1073	C/797	C/1084	C/872	C/1005	C/981	no	0	0	0
Crucible	cand-340d6bb972c2bc1e	798	C/837	C/844	C/798	C/1025	C/1080	C/875	no	0	4	0
Brigid Workshop	cand-d12b2e470ff61618	799	C/889	C/839	C/845	C/839	C/799	C/905	no	0	0	0
Prompt-ish	cand-30b1979c6b73d5a2	799	C/846	C/823	C/1014	C/799	C/968	C/1018	no	5	0	0
Unlearn	cand-4cdc048e5bcae936	799	C/799	C/962	C/837	C/851	C/830	C/903	yes	0	1	0
Tap Tap	cand-da358edc1448858b	800	C/1079	C/1317	C/1141	C/911	C/800	C/1256	no	6	0	0
Route, Translate, Recover	cand-f54d817749934878	802	C/1278	C/802	C/1002	C/1029	C/991	C/953	no	0	0	0
Budget	cand-0af96a8ed622a394	803	C/803	C/1012	C/993	C/1084	C/1177	C/954	no	0	3	0
Result Vault	cand-fd0009bb9d846a78	804	C/1019	C/1080	C/975	C/856	C/804	C/947	no	0	0	0
PAVE	cand-44e7d4d9cee9156a	805	C/805	C/1066	C/953	C/1019	C/1116	C/1050	no	0	3	0
Phronesis	cand-ee82617f51aa011f	805	C/1021	C/904	C/849	C/1246	C/1193	C/805	no	0	2	0
Good Enough Program	cand-9c0eea2eb0cdfd4d	806	C/1011	C/806	C/1046	C/881	C/979	C/1039	no	0	0	0
Gradient Free	cand-245cc159b43997c1	807	C/974	C/807	C/1045	C/916	C/1043	C/825	yes	0	0	0
Alternate Path	cand-3179ccdbd7915a42	808	C/862	C/808	C/896	C/875	C/933	C/834	no	0	0	0
LINC	cand-4c50d1ff845ad29f	808	C/849	C/966	C/808	C/1045	C/1054	C/831	no	0	2	0
Stochastic	cand-04cd87fad96e800b	808	C/911	C/813	C/1065	C/1261	C/1411	C/808	no	0	3	0
Invocation	cand-40493fe6739aee80	809	C/809	C/1074	C/1063	C/1160	C/1311	C/1049	no	0	1	0
Age in Public	cand-cf6efe6cc274bf12	810	D/1493	C/1279	C/1203	C/1041	C/810	C/1323	no	4	0	0
Keiroku	cand-7db5ee948e44b4bb	810	C/810	C/978	C/899	C/953	C/892	C/931	yes	0	0	0
LM.Namespace	cand-ce3b5df27375eb12	812	C/1046	C/812	C/1187	D/1503	D/1643	C/879	no	0	0	0
Uqra	cand-940a2589b805d8e3	812	C/1100	C/969	C/833	C/1103	C/905	C/812	no	6	0	0
Ariadne	cand-af7d6d421fd572ef	813	C/832	C/881	C/813	C/1141	C/1212	C/853	yes	6	3	0
Type and Tell	cand-889740115b64bc58	813	C/1076	C/970	C/1110	C/829	C/813	C/1140	no	0	0	0
Bracket Parade	cand-e712f04b132ef1ba	814	C/1158	C/1231	C/1176	C/925	C/814	C/1211	yes	0	0	0
ORUM	cand-21214150ad919957	814	C/824	C/908	C/843	C/1060	C/1052	C/814	no	0	1	0
Daedalus	cand-6afe40611ff94485	815	C/815	C/1031	C/878	C/1018	C/1068	C/956	no	0	2	0
Kovra	cand-12dfc82b8186fd22	815	C/908	C/953	C/815	C/1131	C/1010	C/824	no	0	2	0
Program Telemetry	cand-340167182c4b85bc	815	C/972	C/815	C/1202	C/1008	C/1189	C/939	no	6	0	0
The Measure Stick	cand-46da13001e708b48	816	C/1184	C/987	C/1082	C/843	C/816	C/1110	yes	0	0	0
Translate with Loss	cand-654f5841a4dbe63c	816	C/1118	C/816	C/937	C/882	C/839	C/946	no	0	0	0
Mise en Place	cand-3e3c4eae9eccba72	817	C/1000	C/958	C/817	C/1163	C/1138	C/899	no	0	1	0
Rebalance	cand-87faf34a671f7b94	819	C/819	C/880	C/994	C/1128	C/1234	C/913	no	0	3	0
Uncertify	cand-8cc35eb54e957231	820	C/1060	C/960	C/930	C/912	C/820	C/974	no	0	0	0
Loom	cand-784a2ddf5d4d61b6	822	C/822	C/977	C/882	C/1097	C/1159	C/894	no	0	4	0
Program Compiler	cand-263bf9e039b724f2	823	C/828	C/996	C/853	C/823	C/861	C/856	yes	0	0	0
Stopology	cand-ed6465da44587227	823	C/870	C/1097	C/1007	C/840	C/823	C/1080	yes	0	0	0
Mendship	cand-a52072ee5c1fcfd3	824	C/944	C/1019	C/1015	C/888	C/824	C/1054	no	0	0	0
Baffle	cand-6a339259edf4e175	829	C/829	C/979	C/904	C/952	C/950	C/922	no	0	2	0
Control Warehouse	cand-611620fd655785b4	829	C/1084	C/1030	C/1013	C/854	C/829	C/944	no	0	0	0
Abstract Machine	cand-94513e0252ce2924	830	C/959	C/946	C/935	C/978	C/1071	C/830	no	5	0	0
Keep	cand-6ca7ea2feefc88ec	830	C/830	C/973	C/952	C/1098	C/1164	C/960	no	0	4	0
